917,1. White,1. Religious,19,4. Bachelor's,9. 55-59,6. Conservative
918,1. White,1. Religious,7,2. High School,,6. Conservative
919,1. White,0. Not Religious,13,4. Bachelor's,5. 35-39,4. Moderate
920,1. White,1. Religious,1,3. Some College,4. 30-34,4. Moderate
921,1. White,1. Religious,18,4. Bachelor's,5. 35-39,6. Conservative
922,1. White,1. Religious,7,2. High School,9. 55-59,
923,1. White,0. Not Religious,16,5. Graduate Degree,10. 60-64,5. Slightly Conservative
924,4. Other,1. Religious,15,4. Bachelor's,6. 40-44,4. Moderate
925,4. Other,1. Religious,1,3. Some College,2. 21-24,
926,1. White,1. Religious,11,2. High School,13. 75+,5. Slightly Conservative
927,1. White,1. Religious,1,3. Some College,,
928,4. Other,0. Not Religious,15,1. Less than H.S,1. 17-20,3. Slightly Liberal
929,3. Hispanic,1. Religious,1,3. Some College,3. 25-29,
930,1. White,1. Religious,12,3. Some College,11. 65-69,5. Slightly Conservative
931,1. White,0. Not Religious,25,4. Bachelor's,10. 60-64,4. Moderate
932,1. White,1. Religious,24,4. Bachelor's,5. 35-39,5. Slightly Conservative
933,1. White,1. Religious,11,1. Less than H.S,8. 50-54,6. Conservative
934,1. White,1. Religious,,3. Some College,2. 21-24,6. Conservative
935,1. White,0. Not Religious,18,3. Some College,7. 45-49,4. Moderate
936,1. White,1. Religious,17,1. Less than H.S,13. 75+,7. Extremely Conservative
937,1. White,0. Not Religious,11,5. Graduate Degree,8. 50-54,2. Liberal
938,1. White,1. Religious,,1. Less than H.S,13. 75+,6. Conservative
939,1. White,1. Religious,20,3. Some College,5. 35-39,4. Moderate
940,1. White,1. Religious,20,5. Graduate Degree,10. 60-64,3. Slightly Liberal
941,1. White,1. Religious,17,3. Some College,11. 65-69,5. Slightly Conservative
942,1. White,1. Religious,12,1. Less than H.S,9. 55-59,
943,1. White,0. Not Religious,11,2. High School,3. 25-29,4. Moderate
944,1. White,1. Religious,3,1. Less than H.S,10. 60-64,
945,1. White,1. Religious,7,3. Some College,3. 25-29,
946,1. White,1. Religious,25,1. Less than H.S,10. 60-64,4. Moderate
947,1. White,1. Religious,17,3. Some College,9. 55-59,6. Conservative
948,1. White,1. Religious,12,2. High School,9. 55-59,
949,1. White,0. Not Religious,22,5. Graduate Degree,6. 40-44,
950,3. Hispanic,1. Religious,14,2. High School,3. 25-29,
951,3. Hispanic,0. Not Religious,2,3. Some College,1. 17-20,
952,4. Other,1. Religious,5,1. Less than H.S,11. 65-69,
953,4. Other,0. Not Religious,2,1. Less than H.S,8. 50-54,
954,4. Other,1. Religious,2,1. Less than H.S,10. 60-64,4. Moderate
955,1. White,0. Not Religious,12,2. High School,3. 25-29,2. Liberal
956,1. White,1. Religious,28,4. Bachelor's,10. 60-64,4. Moderate
957,2. Black,0. Not Religious,2,3. Some College,2. 21-24,2. Liberal
958,2. Black,1. Religious,1,3. Some College,2. 21-24,4. Moderate
959,1. White,1. Religious,5,2. High School,1. 17-20,7. Extremely Conservative
960,1. White,1. Religious,4,1. Less than H.S,10. 60-64,4. Moderate
961,2. Black,0. Not Religious,11,4. Bachelor's,8. 50-54,
962,2. Black,1. Religious,1,2. High School,9. 55-59,1. Extremely Liberal
963,2. Black,1. Religious,15,1. Less than H.S,4. 30-34,3. Slightly Liberal
964,4. Other,1. Religious,1,3. Some College,,
965,2. Black,1. Religious,1,1. Less than H.S,6. 40-44,4. Moderate
966,4. Other,0. Not Religious,15,5. Graduate Degree,9. 55-59,5. Slightly Conservative
967,2. Black,1. Religious,13,3. Some College,8. 50-54,2. Liberal
968,2. Black,1. Religious,23,1. Less than H.S,4. 30-34,3. Slightly Liberal
969,1. White,1. Religious,9,1. Less than H.S,11. 65-69,3. Slightly Liberal
970,2. Black,1. Religious,18,1. Less than H.S,7. 45-49,2. Liberal
971,2. Black,1. Religious,12,3. Some College,10. 60-64,2. Liberal
972,2. Black,1. Religious,24,4. Bachelor's,8. 50-54,6. Conservative
973,2. Black,1. Religious,11,3. Some College,1. 17-20,1. Extremely Liberal
974,4. Other,0. Not Religious,,3. Some College,8. 50-54,1. Extremely Liberal
975,2. Black,1. Religious,5,1. Less than H.S,8. 50-54,
976,2. Black,1. Religious,14,1. Less than H.S,8. 50-54,2. Liberal
977,2. Black,1. Religious,13,3. Some College,7. 45-49,3. Slightly Liberal
978,2. Black,1. Religious,17,2. High School,4. 30-34,
979,2. Black,1. Religious,17,4. Bachelor's,4. 30-34,
980,2. Black,1. Religious,13,2. High School,1. 17-20,3. Slightly Liberal
981,2. Black,1. Religious,19,3. Some College,6. 40-44,1. Extremely Liberal
982,2. Black,1. Religious,20,2. High School,5. 35-39,
983,2. Black,1. Religious,15,2. High School,8. 50-54,
984,2. Black,1. Religious,3,2. High School,7. 45-49,2. Liberal
985,2. Black,1. Religious,18,3. Some College,7. 45-49,5. Slightly Conservative
986,2. Black,1. Religious,4,2. High School,8. 50-54,2. Liberal
987,2. Black,1. Religious,3,1. Less than H.S,3. 25-29,1. Extremely Liberal
988,2. Black,1. Religious,9,1. Less than H.S,9. 55-59,3. Slightly Liberal
989,2. Black,1. Religious,5,3. Some College,11. 65-69,1. Extremely Liberal
990,2. Black,1. Religious,1,3. Some College,2. 21-24,
991,2. Black,1. Religious,12,1. Less than H.S,5. 35-39,
992,2. Black,1. Religious,7,2. High School,7. 45-49,4. Moderate
993,2. Black,1. Religious,3,1. Less than H.S,9. 55-59,3. Slightly Liberal
994,2. Black,,1,1. Less than H.S,5. 35-39,3. Slightly Liberal
995,2. Black,1. Religious,21,3. Some College,7. 45-49,
996,2. Black,1. Religious,22,3. Some College,,
997,2. Black,1. Religious,7,4. Bachelor's,8. 50-54,
998,2. Black,1. Religious,12,1. Less than H.S,8. 50-54,
999,2. Black,1. Religious,14,3. Some College,7. 45-49,4. Moderate
1000,2. Black,1. Religious,1,3. Some College,3. 25-29,
1001,2. Black,1. Religious,7,3. Some College,8. 50-54,3. Slightly Liberal
1002,2. Black,1. Religious,1,3. Some College,3. 25-29,7. Extremely Conservative
1003,2. Black,1. Religious,2,2. High School,10. 60-64,1. Extremely Liberal
1004,2. Black,1. Religious,13,2. High School,6. 40-44,4. Moderate
1005,2. Black,0. Not Religious,13,5. Graduate Degree,3. 25-29,2. Liberal
1006,2. Black,0. Not Religious,1,3. Some College,4. 30-34,6. Conservative
1007,2. Black,1. Religious,11,4. Bachelor's,3. 25-29,2. Liberal
1008,2. Black,1. Religious,1,1. Less than H.S,6. 40-44,2. Liberal
1009,2. Black,1. Religious,,1. Less than H.S,8. 50-54,
1010,2. Black,1. Religious,1,2. High School,5. 35-39,
1011,2. Black,0. Not Religious,12,2. High School,8. 50-54,
1012,4. Other,0. Not Religious,7,2. High School,3. 25-29,
1013,2. Black,1. Religious,7,3. Some College,4. 30-34,6. Conservative
1014,1. White,0. Not Religious,17,1. Less than H.S,12. 70-74,
1015,1. White,0. Not Religious,15,3. Some College,8. 50-54,5. Slightly Conservative
1016,2. Black,1. Religious,3,3. Some College,9. 55-59,5. Slightly Conservative
1017,4. Other,1. Religious,5,1. Less than H.S,10. 60-64,4. Moderate
1018,2. Black,1. Religious,7,2. High School,10. 60-64,
1019,2. Black,1. Religious,2,1. Less than H.S,9. 55-59,
1020,2. Black,1. Religious,21,3. Some College,8. 50-54,
1021,2. Black,1. Religious,,1. Less than H.S,2. 21-24,6. Conservative
1022,2. Black,1. Religious,1,3. Some College,2. 21-24,
1023,4. Other,1. Religious,9,2. High School,2. 21-24,5. Slightly Conservative
1024,2. Black,0. Not Religious,21,3. Some College,1. 17-20,4. Moderate
1025,2. Black,0. Not Religious,23,1. Less than H.S,,7. Extremely Conservative
1026,2. Black,1. Religious,11,3. Some College,5. 35-39,
1027,1. White,0. Not Religious,1,1. Less than H.S,2. 21-24,
1028,2. Black,1. Religious,14,2. High School,6. 40-44,2. Liberal
1029,2. Black,0. Not Religious,17,1. Less than H.S,4. 30-34,4. Moderate
1030,2. Black,1. Religious,3,2. High School,8. 50-54,
1031,4. Other,1. Religious,13,4. Bachelor's,3. 25-29,2. Liberal
1032,1. White,1. Religious,2,3. Some College,3. 25-29,4. Moderate
1033,2. Black,1. Religious,,2. High School,3. 25-29,3. Slightly Liberal
1034,1. White,0. Not Religious,4,5. Graduate Degree,2. 21-24,2. Liberal
1035,1. White,1. Religious,12,4. Bachelor's,3. 25-29,4. Moderate
1036,1. White,1. Religious,3,3. Some College,2. 21-24,5. Slightly Conservative
1037,1. White,0. Not Religious,22,5. Graduate Degree,3. 25-29,4. Moderate
1038,1. White,0. Not Religious,24,5. Graduate Degree,6. 40-44,1. Extremely Liberal
1039,1. White,0. Not Religious,27,5. Graduate Degree,8. 50-54,2. Liberal
1040,1. White,1. Religious,12,3. Some College,13. 75+,6. Conservative
1041,1. White,1. Religious,12,2. High School,,4. Moderate
1042,1. White,0. Not Religious,,3. Some College,2. 21-24,
1043,1. White,0. Not Religious,26,4. Bachelor's,3. 25-29,4. Moderate
1044,1. White,0. Not Religious,13,2. High School,8. 50-54,1. Extremely Liberal
1045,1. White,1. Religious,2,2. High School,9. 55-59,5. Slightly Conservative
1046,1. White,1. Religious,1,3. Some College,5. 35-39,2. Liberal
1047,1. White,1. Religious,13,3. Some College,5. 35-39,
1048,1. White,1. Religious,22,4. Bachelor's,4. 30-34,5. Slightly Conservative
1049,1. White,1. Religious,7,1. Less than H.S,10. 60-64,6. Conservative
1050,1. White,0. Not Religious,13,3. Some College,6. 40-44,4. Moderate
1051,1. White,0. Not Religious,12,1. Less than H.S,11. 65-69,
1052,1. White,0. Not Religious,8,3. Some College,2. 21-24,
1053,1. White,1. Religious,22,3. Some College,,4. Moderate
1054,1. White,1. Religious,11,1. Less than H.S,10. 60-64,
1055,1. White,1. Religious,19,3. Some College,5. 35-39,4. Moderate
1056,4. Other,0. Not Religious,10,3. Some College,9. 55-59,1. Extremely Liberal
1057,2. Black,1. Religious,10,3. Some College,4. 30-34,
1058,3. Hispanic,0. Not Religious,9,3. Some College,2. 21-24,
1059,1. White,0. Not Religious,21,4. Bachelor's,6. 40-44,2. Liberal
1060,1. White,0. Not Religious,17,4. Bachelor's,9. 55-59,2. Liberal
1061,1. White,1. Religious,23,3. Some College,8. 50-54,4. Moderate
1062,1. White,1. Religious,2,4. Bachelor's,11. 65-69,2. Liberal
1063,1. White,1. Religious,23,3. Some College,9. 55-59,6. Conservative
1064,,0. Not Religious,11,2. High School,,
1065,1. White,0. Not Religious,12,4. Bachelor's,5. 35-39,2. Liberal
1066,2. Black,1. Religious,17,3. Some College,6. 40-44,
1067,1. White,,13,4. Bachelor's,5. 35-39,2. Liberal
1068,1. White,0. Not Religious,12,2. High School,5. 35-39,2. Liberal
1069,2. Black,1. Religious,5,3. Some College,7. 45-49,5. Slightly Conservative
1070,2. Black,1. Religious,9,3. Some College,9. 55-59,
1071,4. Other,0. Not Religious,19,4. Bachelor's,4. 30-34,1. Extremely Liberal
1072,2. Black,1. Religious,23,5. Graduate Degree,6. 40-44,2. Liberal
1073,2. Black,1. Religious,13,3. Some College,6. 40-44,
1074,2. Black,1. Religious,1,2. High School,10. 60-64,
1075,2. Black,0. Not Religious,9,3. Some College,3. 25-29,4. Moderate
1076,2. Black,1. Religious,,2. High School,7. 45-49,
1077,2. Black,1. Religious,12,2. High School,9. 55-59,
1078,1. White,0. Not Religious,9,3. Some College,2. 21-24,
1079,1. White,1. Religious,9,4. Bachelor's,2. 21-24,6. Conservative
1080,1. White,1. Religious,7,2. High School,12. 70-74,
1081,1. White,0. Not Religious,8,2. High School,9. 55-59,3. Slightly Liberal
1082,1. White,1. Religious,4,3. Some College,7. 45-49,5. Slightly Conservative
1083,1. White,1. Religious,7,3. Some College,3. 25-29,
1084,1. White,0. Not Religious,11,3. Some College,11. 65-69,6. Conservative
1085,1. White,1. Religious,2,3. Some College,12. 70-74,7. Extremely Conservative
1086,1. White,1. Religious,11,4. Bachelor's,9. 55-59,4. Moderate
1087,1. White,1. Religious,11,1. Less than H.S,9. 55-59,4. Moderate
1088,1. White,1. Religious,15,3. Some College,2. 21-24,5. Slightly Conservative
1089,1. White,1. Religious,1,3. Some College,11. 65-69,7. Extremely Conservative
1090,1. White,1. Religious,11,2. High School,13. 75+,6. Conservative
1091,1. White,0. Not Religious,11,1. Less than H.S,8. 50-54,2. Liberal
1092,1. White,0. Not Religious,9,2. High School,12. 70-74,5. Slightly Conservative
1093,1. White,1. Religious,1,1. Less than H.S,1. 17-20,6. Conservative
1094,1. White,1. Religious,1,1. Less than H.S,8. 50-54,7. Extremely Conservative
1095,1. White,1. Religious,16,4. Bachelor's,10. 60-64,6. Conservative
1096,1. White,1. Religious,27,4. Bachelor's,6. 40-44,6. Conservative
1097,4. Other,1. Religious,8,1. Less than H.S,9. 55-59,4. Moderate
1098,4. Other,1. Religious,3,3. Some College,1. 17-20,3. Slightly Liberal
1099,1. White,1. Religious,21,3. Some College,7. 45-49,6. Conservative
1100,1. White,0. Not Religious,5,1. Less than H.S,4. 30-34,4. Moderate
1101,1. White,1. Religious,,3. Some College,13. 75+,4. Moderate
1102,1. White,0. Not Religious,4,1. Less than H.S,8. 50-54,4. Moderate
1103,1. White,0. Not Religious,5,1. Less than H.S,13. 75+,3. Slightly Liberal
1104,1. White,1. Religious,13,2. High School,13. 75+,7. Extremely Conservative
1105,1. White,1. Religious,2,3. Some College,4. 30-34,4. Moderate
1106,1. White,1. Religious,14,5. Graduate Degree,8. 50-54,4. Moderate
1107,1. White,0. Not Religious,24,3. Some College,8. 50-54,4. Moderate
1108,1. White,1. Religious,15,3. Some College,13. 75+,6. Conservative
1109,1. White,1. Religious,20,3. Some College,7. 45-49,5. Slightly Conservative
1110,1. White,0. Not Religious,3,2. High School,2. 21-24,
1111,1. White,0. Not Religious,15,2. High School,2. 21-24,4. Moderate
1112,1. White,1. Religious,1,2. High School,12. 70-74,3. Slightly Liberal
1113,1. White,0. Not Religious,1,2. High School,1. 17-20,3. Slightly Liberal
1114,1. White,0. Not Religious,5,3. Some College,6. 40-44,
1115,1. White,1. Religious,,4. Bachelor's,,4. Moderate
1116,1. White,1. Religious,9,4. Bachelor's,3. 25-29,4. Moderate
1117,1. White,1. Religious,15,3. Some College,9. 55-59,6. Conservative
1118,1. White,1. Religious,13,3. Some College,7. 45-49,6. Conservative
1119,2. Black,1. Religious,1,2. High School,13. 75+,
1120,1. White,1. Religious,13,3. Some College,12. 70-74,
1121,2. Black,1. Religious,,2. High School,2. 21-24,
1122,1. White,1. Religious,19,2. High School,11. 65-69,2. Liberal
1123,1. White,1. Religious,23,5. Graduate Degree,11. 65-69,5. Slightly Conservative
1124,1. White,1. Religious,1,2. High School,13. 75+,6. Conservative
1125,1. White,0. Not Religious,3,3. Some College,11. 65-69,3. Slightly Liberal
1126,3. Hispanic,1. Religious,10,5. Graduate Degree,5. 35-39,4. Moderate
1127,1. White,1. Religious,21,5. Graduate Degree,11. 65-69,4. Moderate
1128,2. Black,0. Not Religious,19,4. Bachelor's,10. 60-64,2. Liberal
1129,2. Black,0. Not Religious,27,4. Bachelor's,6. 40-44,3. Slightly Liberal
1130,3. Hispanic,1. Religious,17,3. Some College,,6. Conservative
1131,2. Black,0. Not Religious,12,5. Graduate Degree,,
1132,2. Black,1. Religious,21,4. Bachelor's,6. 40-44,2. Liberal
1133,2. Black,1. Religious,17,4. Bachelor's,3. 25-29,4. Moderate
1134,2. Black,1. Religious,12,4. Bachelor's,7. 45-49,6. Conservative
1135,2. Black,1. Religious,11,3. Some College,7. 45-49,1. Extremely Liberal
1136,2. Black,1. Religious,1,2. High School,10. 60-64,4. Moderate
1137,2. Black,1. Religious,11,2. High School,6. 40-44,1. Extremely Liberal
1138,2. Black,1. Religious,13,2. High School,3. 25-29,3. Slightly Liberal
1139,2. Black,1. Religious,18,5. Graduate Degree,4. 30-34,1. Extremely Liberal
1140,2. Black,1. Religious,11,1. Less than H.S,5. 35-39,
1141,2. Black,1. Religious,28,4. Bachelor's,6. 40-44,2. Liberal
1142,2. Black,1. Religious,17,4. Bachelor's,10. 60-64,4. Moderate
1143,2. Black,1. Religious,22,2. High School,5. 35-39,4. Moderate
1144,2. Black,1. Religious,26,3. Some College,4. 30-34,3. Slightly Liberal
1145,1. White,1. Religious,8,4. Bachelor's,7. 45-49,4. Moderate
1146,1. White,,12,3. Some College,,4. Moderate
1147,1. White,0. Not Religious,3,3. Some College,2. 21-24,3. Slightly Liberal
1148,3. Hispanic,0. Not Religious,13,3. Some College,8. 50-54,2. Liberal
1149,1. White,0. Not Religious,,3. Some College,,4. Moderate
1150,1. White,0. Not Religious,1,3. Some College,2. 21-24,4. Moderate
1151,1. White,1. Religious,11,2. High School,5. 35-39,5. Slightly Conservative
1152,1. White,1. Religious,4,3. Some College,9. 55-59,6. Conservative
1153,1. White,0. Not Religious,7,3. Some College,3. 25-29,5. Slightly Conservative
1154,1. White,0. Not Religious,23,3. Some College,2. 21-24,4. Moderate
1155,1. White,0. Not Religious,,3. Some College,2. 21-24,2. Liberal
1156,1. White,0. Not Religious,7,4. Bachelor's,2. 21-24,3. Slightly Liberal
1157,1. White,1. Religious,1,2. High School,13. 75+,2. Liberal
1158,1. White,0. Not Religious,23,2. High School,9. 55-59,
1159,1. White,,20,5. Graduate Degree,9. 55-59,2. Liberal
1160,2. Black,1. Religious,13,4. Bachelor's,2. 21-24,4. Moderate
1161,1. White,0. Not Religious,11,4. Bachelor's,2. 21-24,3. Slightly Liberal
1162,1. White,0. Not Religious,12,3. Some College,2. 21-24,4. Moderate
1163,2. Black,1. Religious,28,1. Less than H.S,13. 75+,2. Liberal
1164,1. White,1. Religious,1,2. High School,13. 75+,7. Extremely Conservative
1165,1. White,1. Religious,1,4. Bachelor's,8. 50-54,6. Conservative
1166,1. White,1. Religious,6,4. Bachelor's,,3. Slightly Liberal
1167,1. White,0. Not Religious,28,5. Graduate Degree,12. 70-74,4. Moderate
1168,1. White,0. Not Religious,28,4. Bachelor's,10. 60-64,6. Conservative
1169,1. White,0. Not Religious,17,5. Graduate Degree,9. 55-59,2. Liberal
1170,2. Black,1. Religious,,3. Some College,1. 17-20,
1171,1. White,0. Not Religious,15,3. Some College,7. 45-49,5. Slightly Conservative
1172,1. White,0. Not Religious,7,3. Some College,3. 25-29,
1173,1. White,1. Religious,18,2. High School,5. 35-39,6. Conservative
1174,1. White,0. Not Religious,5,3. Some College,2. 21-24,3. Slightly Liberal
1175,1. White,1. Religious,2,1. Less than H.S,8. 50-54,2. Liberal
1176,1. White,0. Not Religious,13,3. Some College,5. 35-39,2. Liberal
1177,1. White,1. Religious,5,2. High School,3. 25-29,4. Moderate
1178,4. Other,0. Not Religious,11,3. Some College,5. 35-39,4. Moderate
1179,3. Hispanic,1. Religious,7,1. Less than H.S,10. 60-64,
1180,2. Black,1. Religious,5,2. High School,4. 30-34,5. Slightly Conservative
1181,1. White,0. Not Religious,1,2. High School,1. 17-20,
1182,4. Other,0. Not Religious,20,4. Bachelor's,,2. Liberal
1183,2. Black,1. Religious,7,5. Graduate Degree,3. 25-29,
1184,2. Black,0. Not Religious,7,4. Bachelor's,6. 40-44,4. Moderate
1185,4. Other,1. Religious,13,4. Bachelor's,3. 25-29,2. Liberal
1186,2. Black,0. Not Religious,1,4. Bachelor's,3. 25-29,3. Slightly Liberal
1187,2. Black,1. Religious,22,2. High School,7. 45-49,6. Conservative
1188,1. White,1. Religious,6,3. Some College,2. 21-24,5. Slightly Conservative
1189,4. Other,1. Religious,3,3. Some College,8. 50-54,4. Moderate
1190,1. White,1. Religious,15,3. Some College,2. 21-24,4. Moderate
1191,4. Other,1. Religious,1,3. Some College,3. 25-29,
1192,2. Black,1. Religious,4,2. High School,5. 35-39,
1193,2. Black,1. Religious,13,3. Some College,5. 35-39,4. Moderate
1194,4. Other,1. Religious,,3. Some College,,6. Conservative
1195,4. Other,1. Religious,11,1. Less than H.S,13. 75+,5. Slightly Conservative
1196,4. Other,1. Religious,2,3. Some College,10. 60-64,5. Slightly Conservative
1197,1. White,1. Religious,7,3. Some College,13. 75+,4. Moderate
1198,2. Black,1. Religious,7,1. Less than H.S,8. 50-54,2. Liberal
1199,2. Black,1. Religious,12,2. High School,9. 55-59,4. Moderate
1200,2. Black,1. Religious,23,4. Bachelor's,8. 50-54,4. Moderate
1201,2. Black,1. Religious,21,3. Some College,8. 50-54,6. Conservative
1202,4. Other,1. Religious,5,2. High School,11. 65-69,4. Moderate
1203,2. Black,1. Religious,3,2. High School,10. 60-64,
1204,4. Other,1. Religious,3,2. High School,4. 30-34,6. Conservative
1205,2. Black,1. Religious,5,1. Less than H.S,11. 65-69,
1206,2. Black,1. Religious,4,3. Some College,11. 65-69,6. Conservative
1207,4. Other,1. Religious,1,1. Less than H.S,6. 40-44,6. Conservative
1208,2. Black,1. Religious,10,2. High School,3. 25-29,4. Moderate
1209,2. Black,0. Not Religious,24,3. Some College,5. 35-39,2. Liberal
1210,2. Black,1. Religious,10,2. High School,9. 55-59,1. Extremely Liberal
1211,2. Black,1. Religious,17,2. High School,5. 35-39,6. Conservative
1212,2. Black,1. Religious,3,1. Less than H.S,9. 55-59,
1213,2. Black,1. Religious,21,3. Some College,1. 17-20,
1214,2. Black,1. Religious,3,3. Some College,,3. Slightly Liberal
1215,2. Black,1. Religious,11,2. High School,9. 55-59,1. Extremely Liberal
1216,2. Black,1. Religious,7,2. High School,1. 17-20,7. Extremely Conservative
1217,2. Black,1. Religious,11,2. High School,10. 60-64,3. Slightly Liberal
1218,2. Black,1. Religious,18,3. Some College,2. 21-24,
1219,2. Black,0. Not Religious,2,1. Less than H.S,11. 65-69,
1220,3. Hispanic,1. Religious,10,3. Some College,4. 30-34,4. Moderate
1221,2. Black,1. Religious,8,1. Less than H.S,7. 45-49,2. Liberal
1222,2. Black,1. Religious,7,4. Bachelor's,12. 70-74,4. Moderate
1223,2. Black,0. Not Religious,1,2. High School,2. 21-24,4. Moderate
1224,2. Black,1. Religious,21,5. Graduate Degree,6. 40-44,5. Slightly Conservative
1225,2. Black,1. Religious,21,4. Bachelor's,8. 50-54,6. Conservative
1226,2. Black,1. Religious,6,1. Less than H.S,12. 70-74,2. Liberal
1227,2. Black,1. Religious,12,3. Some College,4. 30-34,
1228,2. Black,1. Religious,5,3. Some College,8. 50-54,
1229,2. Black,1. Religious,6,2. High School,8. 50-54,7. Extremely Conservative
1230,2. Black,1. Religious,18,1. Less than H.S,8. 50-54,6. Conservative
1231,2. Black,0. Not Religious,4,2. High School,11. 65-69,
1232,2. Black,1. Religious,1,3. Some College,,5. Slightly Conservative
1233,4. Other,1. Religious,2,3. Some College,12. 70-74,4. Moderate
1234,2. Black,0. Not Religious,4,2. High School,4. 30-34,
1235,2. Black,1. Religious,7,3. Some College,7. 45-49,5. Slightly Conservative
1236,2. Black,1. Religious,,3. Some College,4. 30-34,
1237,2. Black,1. Religious,8,5. Graduate Degree,10. 60-64,3. Slightly Liberal
1238,2. Black,0. Not Religious,11,3. Some College,5. 35-39,4. Moderate
1239,2. Black,1. Religious,8,3. Some College,7. 45-49,3. Slightly Liberal
1240,1. White,1. Religious,27,3. Some College,6. 40-44,6. Conservative
1241,4. Other,1. Religious,17,3. Some College,4. 30-34,6. Conservative
1242,1. White,1. Religious,17,3. Some College,6. 40-44,
1243,1. White,0. Not Religious,1,1. Less than H.S,10. 60-64,
1244,1. White,1. Religious,14,2. High School,3. 25-29,5. Slightly Conservative
1245,1. White,1. Religious,10,2. High School,9. 55-59,
1246,4. Other,1. Religious,18,5. Graduate Degree,7. 45-49,4. Moderate
1247,1. White,1. Religious,7,1. Less than H.S,9. 55-59,5. Slightly Conservative
1248,1. White,0. Not Religious,9,3. Some College,4. 30-34,
1249,1. White,0. Not Religious,,2. High School,7. 45-49,5. Slightly Conservative
1250,1. White,0. Not Religious,20,3. Some College,5. 35-39,6. Conservative
1251,1. White,1. Religious,24,4. Bachelor's,5. 35-39,4. Moderate
1252,4. Other,0. Not Religious,19,,4. 30-34,4. Moderate
1253,1. White,1. Religious,6,2. High School,12. 70-74,5. Slightly Conservative
1254,1. White,1. Religious,21,3. Some College,12. 70-74,6. Conservative
1255,1. White,0. Not Religious,10,3. Some College,5. 35-39,
1256,1. White,0. Not Religious,14,5. Graduate Degree,9. 55-59,4. Moderate
1257,1. White,0. Not Religious,5,3. Some College,3. 25-29,
1258,1. White,1. Religious,1,2. High School,3. 25-29,4. Moderate
1259,1. White,1. Religious,10,3. Some College,2. 21-24,6. Conservative
1260,1. White,1. Religious,15,4. Bachelor's,10. 60-64,2. Liberal
1261,1. White,0. Not Religious,2,2. High School,1. 17-20,2. Liberal
1262,1. White,1. Religious,28,3. Some College,8. 50-54,4. Moderate
1263,1. White,0. Not Religious,5,1. Less than H.S,8. 50-54,
1264,1. White,0. Not Religious,7,,4. 30-34,5. Slightly Conservative
1265,1. White,1. Religious,1,1. Less than H.S,4. 30-34,
1266,1. White,0. Not Religious,1,2. High School,4. 30-34,
1267,1. White,1. Religious,9,3. Some College,8. 50-54,
1268,1. White,0. Not Religious,8,1. Less than H.S,5. 35-39,4. Moderate
1269,1. White,0. Not Religious,1,1. Less than H.S,8. 50-54,1. Extremely Liberal
1270,1. White,1. Religious,13,1. Less than H.S,9. 55-59,5. Slightly Conservative
1271,4. Other,1. Religious,,1. Less than H.S,2. 21-24,2. Liberal
1272,1. White,1. Religious,25,5. Graduate Degree,3. 25-29,4. Moderate
1273,1. White,0. Not Religious,12,3. Some College,2. 21-24,3. Slightly Liberal
1274,1. White,1. Religious,4,1. Less than H.S,4. 30-34,
1275,1. White,1. Religious,4,1. Less than H.S,8. 50-54,7. Extremely Conservative
1276,1. White,0. Not Religious,12,2. High School,10. 60-64,6. Conservative
1277,1. White,1. Religious,15,4. Bachelor's,4. 30-34,4. Moderate
1278,1. White,1. Religious,4,2. High School,13. 75+,
1279,1. White,1. Religious,20,2. High School,9. 55-59,4. Moderate
1280,1. White,1. Religious,13,2. High School,6. 40-44,
1281,1. White,1. Religious,7,2. High School,9. 55-59,
1282,1. White,1. Religious,23,3. Some College,8. 50-54,
1283,1. White,0. Not Religious,13,2. High School,6. 40-44,1. Extremely Liberal
1284,1. White,1. Religious,22,3. Some College,3. 25-29,6. Conservative
1285,1. White,1. Religious,22,1. Less than H.S,11. 65-69,7. Extremely Conservative
1286,1. White,1. Religious,7,4. Bachelor's,9. 55-59,6. Conservative
1287,1. White,1. Religious,11,1. Less than H.S,13. 75+,7. Extremely Conservative
1288,1. White,0. Not Religious,1,1. Less than H.S,8. 50-54,3. Slightly Liberal
1289,1. White,1. Religious,11,2. High School,4. 30-34,
1290,1. White,1. Religious,27,3. Some College,6. 40-44,4. Moderate
1291,1. White,1. Religious,10,3. Some College,3. 25-29,4. Moderate
1292,4. Other,0. Not Religious,14,4. Bachelor's,10. 60-64,4. Moderate
1293,1. White,1. Religious,12,3. Some College,5. 35-39,4. Moderate
1294,1. White,1. Religious,19,3. Some College,4. 30-34,4. Moderate
1295,1. White,1. Religious,13,2. High School,6. 40-44,
1296,1. White,1. Religious,2,,,5. Slightly Conservative
1297,1. White,0. Not Religious,11,1. Less than H.S,8. 50-54,
1298,3. Hispanic,0. Not Religious,17,4. Bachelor's,5. 35-39,3. Slightly Liberal
1299,1. White,0. Not Religious,3,3. Some College,1. 17-20,4. Moderate
1300,3. Hispanic,1. Religious,7,2. High School,5. 35-39,
1301,2. Black,1. Religious,2,2. High School,4. 30-34,6. Conservative
1302,2. Black,1. Religious,13,2. High School,5. 35-39,5. Slightly Conservative
1303,2. Black,0. Not Religious,12,,4. 30-34,3. Slightly Liberal
1304,2. Black,1. Religious,11,3. Some College,7. 45-49,4. Moderate
1305,2. Black,1. Religious,1,3. Some College,2. 21-24,6. Conservative
